LMK_KEY,IMPROVEMENT_ITEM,IMPROVEMENT_SUMMARY_TEXT,IMPROVEMENT_DESCR_TEXT,IMPROVEMENT_ID,IMPROVEMENT_ID_TEXT,INDICATIVE_COST
caa9ff36ef8576052f54ece8ca38c870c96dc0e48b728ed85fd349dc9a941753,3,Low energy lighting for all fixed outlets,Low energy lighting,35.0,,£10
cb1e902c3b1a687a52d088a6179c71bc4a18399a26ad1746b5dbb808ccc5db42,1,Cavity wall insulation,Cavity wall insulation,6.0,,"£500 - £1,500"
cb7f3d126432bd6c9d12ef0523b6013b2ab3bfcaf69a786762e1d5428e99d7f7,1,Low energy lighting for all fixed outlets,Low energy lighting,35.0,,£15
cbd23d3e7544a1d25ba802847d6a6fa91a69a7aad7e84e2ec6f616992a5a9393,1,Cavity wall insulation,Cavity wall insulation,6.0,,"£500 - £1,500"
cbd23d3e7544a1d25ba802847d6a6fa91a69a7aad7e84e2ec6f616992a5a9393,2,Floor insulation (suspended floor),Floor insulation (suspended floor),57.0,,"£800 - £1,200"
cbd6b62e94257d74c40b76517617db68677204059914e8da4763666490d8485d,1,Internal or external wall insulation,Internal or external wall insulation,7.0,,"£4,000 - £14,000"
cbd6b62e94257d74c40b76517617db68677204059914e8da4763666490d8485d,2,Floor insulation (solid floor),Floor insulation (solid floor),58.0,,"£4,000 - £6,000"
cbd6b62e94257d74c40b76517617db68677204059914e8da4763666490d8485d,3,Replace single glazed windows with low-E double glazed windows,Double glazed windows,8.0,,"£3,300 - £6,500"
cc115acb303547e1c7bea2b056383bb6bc1d27df792b4dc3c9a2dfaf88a61777,1,Floor insulation (solid floor),Floor insulation (solid floor),58.0,,"£4,000 - £6,000"
cc115acb303547e1c7bea2b056383bb6bc1d27df792b4dc3c9a2dfaf88a61777,2,Increase hot water cylinder insulation,Increase hot water cylinder insulation,2.0,,£15 - £30
cc115acb303547e1c7bea2b056383bb6bc1d27df792b4dc3c9a2dfaf88a61777,3,High performance external doors,High performance external doors,48.0,,"£1,000"
cc32dccc229ad0d35153df5bb054ffabf74c6a3afdd75543abea83e3e2921f3e,1,Increase loft insulation to 270 mm,Increase loft insulation to 270 mm,5.0,,£100 - £350
cc32dccc229ad0d35153df5bb054ffabf74c6a3afdd75543abea83e3e2921f3e,2,Cavity wall insulation,Cavity wall insulation,6.0,,"£500 - £1,500"
cc32dccc229ad0d35153df5bb054ffabf74c6a3afdd75543abea83e3e2921f3e,3,Low energy lighting for all fixed outlets,Low energy lighting,35.0,,£10
cc8f718aeb3f609b2da3712275a0f6d076194a6ebcbf53d92139badfaa9a7c1b,1,Cavity wall insulation,Cavity wall insulation,6.0,,"£500 - £1,500"
cc8f718aeb3f609b2da3712275a0f6d076194a6ebcbf53d92139badfaa9a7c1b,2,Internal or external wall insulation,Internal or external wall insulation,7.0,,"£4,000 - £14,000"
cc964fb83a1e23eb69ee32aa6d69713ba5f0a3ce86517fb2ec5684dec2dc6584,1,Internal or external wall insulation,Internal or external wall insulation,7.0,,"£4,000 - £14,000"
cc964fb83a1e23eb69ee32aa6d69713ba5f0a3ce86517fb2ec5684dec2dc6584,2,Floor insulation (suspended floor),Floor insulation (suspended floor),57.0,,"£800 - £1,200"
ccbf7b3fd7aaf374009f44394bee96b9a2100fb12796c73c3e4aa33ed331b1e2,1,Internal or external wall insulation,Internal or external wall insulation,7.0,,"£4,000 - £14,000"
ccc269b1fdaf98ab51716d66db77f41243444fe7ce1971003fe43be06078cccf,1,Internal or external wall insulation,Internal or external wall insulation,7.0,,"£4,000 - £14,000"
ccc269b1fdaf98ab51716d66db77f41243444fe7ce1971003fe43be06078cccf,2,Floor insulation (suspended floor),Floor insulation (suspended floor),57.0,,"£800 - £1,200"
ccc269b1fdaf98ab51716d66db77f41243444fe7ce1971003fe43be06078cccf,3,Low energy lighting for all fixed outlets,Low energy lighting,35.0,,£25
ccc27070c199f1db70d6ebaa597620226f9046a64fcb15a212a331b406610b04,1,Cavity wall insulation,Cavity wall insulation,6.0,,"£500 - £1,500"
ccc27070c199f1db70d6ebaa597620226f9046a64fcb15a212a331b406610b04,2,Internal or external wall insulation,Internal or external wall insulation,7.0,,"£4,000 - £14,000"
ccd0008a569159d3a2383d83fa0c19540a8ac99250f3397dae8652da67eba76f,1,Internal or external wall insulation,Internal or external wall insulation,7.0,,"£4,000 - £14,000"
ccd0008a569159d3a2383d83fa0c19540a8ac99250f3397dae8652da67eba76f,2,Replace boiler with new condensing boiler,Condensing boiler,20.0,,"£2,200 - £3,000"
cd1e94abf82d43c9feaf1cce8530de6c4b216c3d256b8d4c9cd01741f42fe6f0,1,Cavity wall insulation,Cavity wall insulation,6.0,,"£500 - £1,500"
cd1e94abf82d43c9feaf1cce8530de6c4b216c3d256b8d4c9cd01741f42fe6f0,2,Internal or external wall insulation,Internal or external wall insulation,7.0,,"£4,000 - £14,000"
cd1e94abf82d43c9feaf1cce8530de6c4b216c3d256b8d4c9cd01741f42fe6f0,3,Floor insulation (solid floor),Floor insulation (solid floor),58.0,,"£4,000 - £6,000"
cd1e94abf82d43c9feaf1cce8530de6c4b216c3d256b8d4c9cd01741f42fe6f0,4,Low energy lighting for all fixed outlets,Low energy lighting,35.0,,£10
cd3015200c5386ab0a4aef143e08ad10cfb3ae649938fded6164d3a1d63788a6,1,Internal or external wall insulation,Internal or external wall insulation,7.0,,"£4,000 - £14,000"
cd5cd3f7b88de2534efd297d149b5bfe35a2185e6bebb9d5922e7b8e4c0a00bd,1,Internal or external wall insulation,Internal or external wall insulation,7.0,,"£4,000 - £14,000"
cd8849464cbcd84348e9c6077d4f665c6ac2c954da8b24187e2ffa77d3054bb3,1,Cavity wall insulation,Cavity wall insulation,6.0,,"£500 - £1,500"
cd9b169ae23ebd2cc62f19c6155e67e65bd35ae6d93a83b12a29e6901dfb227d,1,Internal or external wall insulation,Internal or external wall insulation,7.0,,"£4,000 - £14,000"
ce402569c72a4cb178ceabc0cc331fc59052140b77a4d43fc3f43541b3eed2ec,1,Internal or external wall insulation,Internal or external wall insulation,7.0,,"£4,000 - £14,000"
ce402569c72a4cb178ceabc0cc331fc59052140b77a4d43fc3f43541b3eed2ec,2,Floor insulation (solid floor),Floor insulation (solid floor),58.0,,"£4,000 - £6,000"
ce402569c72a4cb178ceabc0cc331fc59052140b77a4d43fc3f43541b3eed2ec,3,Add additional 80 mm jacket to hot water cylinder,Add additional 80 mm jacket to hot water cylinder,3.0,,£15 - £30
ce727a93db6bd339075a22783265721edf28eeb620b2c8ffec1b4767c6175c99,1,Internal or external wall insulation,Internal or external wall insulation,7.0,,"£4,000 - £14,000"
ce727a93db6bd339075a22783265721edf28eeb620b2c8ffec1b4767c6175c99,2,Add additional 80 mm jacket to hot water cylinder,Add additional 80 mm jacket to hot water cylinder,3.0,,£15 - £30
ce727a93db6bd339075a22783265721edf28eeb620b2c8ffec1b4767c6175c99,3,Replace single glazed windows with low-E double glazed windows,Double glazed windows,8.0,,"£3,300 - £6,500"
ceb8d58abfdfb71e6eeb321a9be34967984743ae78bc4192757f40f827f0e3d6,1,Internal or external wall insulation,Internal or external wall insulation,7.0,,"£4,000 - £14,000"
ceb8d58abfdfb71e6eeb321a9be34967984743ae78bc4192757f40f827f0e3d6,2,Floor insulation (solid floor),Floor insulation (solid floor),58.0,,"£4,000 - £6,000"
cecee4da91a8c4071e59d7124cb3d6caca8df2fffd37478d9ac02c3c7e0a26ff,1,Low energy lighting for all fixed outlets,Low energy lighting,35.0,,£10
cf0a82a3afc9f1b75e18c79e0fae5ca20de9e60807be356b02e30713da675bb0,1,Internal or external wall insulation,Internal or external wall insulation,7.0,,"£4,000 - £14,000"
cf31c4aa1fa27ae05d8e90d30e8558ea2a3c5d33dbc4821bffc5f029eafd7557,1,Cavity wall insulation,Cavity wall insulation,6.0,,"£500 - £1,500"
cf31c4aa1fa27ae05d8e90d30e8558ea2a3c5d33dbc4821bffc5f029eafd7557,2,Draught proofing,Draught proofing,10.0,,£80 - £120
cf93eccb080067f016731cbc341a93cd0df5c265721df1cef4357b524857b686,1,Internal or external wall insulation,Internal or external wall insulation,7.0,,"£4,000 - £14,000"
cfe1213fc81782de2b72a304a92211b07812cdd9ef39ec4b683d6b2a5fb0a484,1,Internal or external wall insulation,Internal or external wall insulation,7.0,,"£4,000 - £14,000"
cfe1213fc81782de2b72a304a92211b07812cdd9ef39ec4b683d6b2a5fb0a484,2,Floor insulation (solid floor),Floor insulation (solid floor),58.0,,"£4,000 - £6,000"
d049a03c3c43671542a80f6ef794360e7d0cfdaf92dd1ac1dbf5a99e889b4834,1,Internal or external wall insulation,Internal or external wall insulation,7.0,,"£4,000 - £14,000"
d06293144f4de158d035d0f60286c458eca8de567813eb6ecd5acec231d605f9,1,Flat roof or sloping ceiling insulation,Flat roof or sloping ceiling insulation,45.0,,"£850 - £1,500"
d06293144f4de158d035d0f60286c458eca8de567813eb6ecd5acec231d605f9,2,Cavity wall insulation,Cavity wall insulation,6.0,,"£500 - £1,500"
d06293144f4de158d035d0f60286c458eca8de567813eb6ecd5acec231d605f9,3,Low energy lighting for all fixed outlets,Low energy lighting,35.0,,£10
d080b47eee8c17fd306ebb5803e337586ecea00680edd656cef179f3b288332d,1,Internal or external wall insulation,Internal or external wall insulation,7.0,,"£4,000 - £14,000"
d0b3a1cf6175c0af868ffb363b6d4d1234d09f708bc483d207434010624bb5ff,1,Internal or external wall insulation,Internal or external wall insulation,7.0,,"£4,000 - £14,000"
d0b3a1cf6175c0af868ffb363b6d4d1234d09f708bc483d207434010624bb5ff,2,Floor insulation (solid floor),Floor insulation (solid floor),58.0,,"£4,000 - £6,000"
d0b5d9eec96acc305d3ee0206e6c9c6b5422920a63931623ebc9f333e47425ad,1,Internal or external wall insulation,Internal or external wall insulation,7.0,,"£4,000 - £14,000"
d0dc66c2ad1234ec770b8a4e195774d38e7a6b42027547bb72fee1946101cae6,1,Internal or external wall insulation,Internal or external wall insulation,7.0,,"£4,000 - £14,000"
d0f3aa03cb62277db1097de29be694aae7bd47b3d73f234863f8cc4dce556ab0,1,Low energy lighting for all fixed outlets,Low energy lighting,35.0,,£10
d1388753273cc2e3e2273f5bd88b96a409eda296acc5f8df2bab1429190b52f1,1,Cavity wall insulation,Cavity wall insulation,6.0,,"£500 - £1,500"
d139fc87824fb6d39063f6f79c0230147fab259186457cca6ed6b37b2b150291,1,Internal or external wall insulation,Internal or external wall insulation,7.0,,"£4,000 - £14,000"
d139fc87824fb6d39063f6f79c0230147fab259186457cca6ed6b37b2b150291,2,Floor insulation (solid floor),Floor insulation (solid floor),58.0,,"£4,000 - £6,000"
d177b1df1860fb6eecabcf5798369530a15a92297ac59323129f25127eb661c8,1,Internal or external wall insulation,Internal or external wall insulation,7.0,,"£4,000 - £14,000"
d181f0f85a6e908115a12a0bc0f80a7573dfcc394a135271c2ad4cd483e9cb8d,1,Internal or external wall insulation,Internal or external wall insulation,7.0,,"£4,000 - £14,000"
d1a4d001c4ba568896ce7164283f1d26456596e1a9c36eb994f951267fab07c6,1,Internal or external wall insulation,Internal or external wall insulation,7.0,,"£4,000 - £14,000"
d1c00d577bf09b884e3513227341c1c30ffda653b535b5349ecc41a2b3ad3a13,1,Low energy lighting for all fixed outlets,Low energy lighting,35.0,,£15
d1c131e064e5a5543b4dbd5ca02c0ca9a84e3790b24ba6edda1fd510031fc30b,1,Floor insulation (solid floor),Floor insulation (solid floor),58.0,,"£4,000 - £6,000"
d1c131e064e5a5543b4dbd5ca02c0ca9a84e3790b24ba6edda1fd510031fc30b,2,Increase hot water cylinder insulation,Increase hot water cylinder insulation,2.0,,£15 - £30
d1c131e064e5a5543b4dbd5ca02c0ca9a84e3790b24ba6edda1fd510031fc30b,3,High performance external doors,High performance external doors,48.0,,"£1,000"
d1c3d70dbeafc7b16a69feecceac4e91c214f751d65a194c1753e82aad5b97b3,1,Cavity wall insulation,Cavity wall insulation,6.0,,"£500 - £1,500"
d1cb7fdee77d36363b5a1f90be641f531aa3d25d535761efb5e1b35012ea678a,1,Internal or external wall insulation,Internal or external wall insulation,7.0,,"£4,000 - £14,000"
d1ccb83042c152d25e028f8d1087234f16a19480aa489da7f6ed5b6725cb2c7b,1,Internal or external wall insulation,Internal or external wall insulation,7.0,,"£4,000 - £14,000"
d1ccb83042c152d25e028f8d1087234f16a19480aa489da7f6ed5b6725cb2c7b,2,Floor insulation (solid floor),Floor insulation (solid floor),58.0,,"£4,000 - £6,000"
d1ccb83042c152d25e028f8d1087234f16a19480aa489da7f6ed5b6725cb2c7b,3,Replace boiler with new condensing boiler,Condensing boiler,20.0,,"£2,200 - £3,000"
d21701e0e1391c196401aa32b2684ca81533d487a7b054b74e7d0a9b88e9cb06,1,Internal or external wall insulation,Internal or external wall insulation,7.0,,"£4,000 - £14,000"
d22cf058b366afa4062813bb41cfff6656bc1570676c1751ee30f7410774c9cb,1,Low energy lighting for all fixed outlets,Low energy lighting,35.0,,£15
d25f43d29ed670ed4536baa9863da8bbf14c5a79b1f1365fb3cd2fd78e7e6755,1,Increase loft insulation to 270 mm,Increase loft insulation to 270 mm,5.0,,£100 - £350
d25f43d29ed670ed4536baa9863da8bbf14c5a79b1f1365fb3cd2fd78e7e6755,2,Internal or external wall insulation,Internal or external wall insulation,7.0,,"£4,000 - £14,000"
d274a2a3eee070a370afff5d85540cf391cb26769a7bd4e6ba5f05ff0c47b784,1,Internal or external wall insulation,Internal or external wall insulation,7.0,,"£4,000 - £14,000"
d27793d4a7b0535a6bd0a554e6867c0c5ddc361cb6776e4eaafd9bde8d728d29,1,Cavity wall insulation,Cavity wall insulation,6.0,,"£500 - £1,500"
d29c34d87983f248e31b25a7e52703e706b1e2d65693c613788d7cabaf1a5ffa,1,Internal or external wall insulation,Internal or external wall insulation,7.0,,"£4,000 - £14,000"
d2ac6d43bbe7bd903a4a8d9118d93ee152067be7e665da2c57fae4d912abf3f1,1,Replace single glazed windows with low-E double glazed windows,Double glazed windows,8.0,,"£3,300 - £6,500"
d2ac6d43bbe7bd903a4a8d9118d93ee152067be7e665da2c57fae4d912abf3f1,2,High performance external doors,High performance external doors,48.0,,"£1,000"
d2b50f17bff56df242f6aed4a5148344dafc75173a545e2498420fffc954c298,1,Internal or external wall insulation,Internal or external wall insulation,7.0,,"£4,000 - £14,000"
d2b50f17bff56df242f6aed4a5148344dafc75173a545e2498420fffc954c298,2,Floor insulation (suspended floor),Floor insulation (suspended floor),57.0,,"£800 - £1,200"
d323d19f93bcae2c20e35a425f6ebcaa695425b8e212236c00b72858e06ac6fc,1,Low energy lighting for all fixed outlets,Low energy lighting,35.0,,£10
d327189fe6349dea2109e73ad3495bd8385bfff7de30e3ad5142cf033e5c3b1d,1,Cavity wall insulation,Cavity wall insulation,6.0,,"£500 - £1,500"
d327189fe6349dea2109e73ad3495bd8385bfff7de30e3ad5142cf033e5c3b1d,2,Internal or external wall insulation,Internal or external wall insulation,7.0,,"£4,000 - £14,000"
d33293d5e3ce9ca17470e6799d8d06dd8022c17c3a0b572bab10be4e3df1dc7b,1,Cavity wall insulation,Cavity wall insulation,6.0,,"£500 - £1,500"
d34e69b92b414c5ca9828b2d7000f178b6904700c9211d07e2b7eb55ca476893,1,Cavity wall insulation,Cavity wall insulation,6.0,,"£500 - £1,500"
d34e69b92b414c5ca9828b2d7000f178b6904700c9211d07e2b7eb55ca476893,2,Low energy lighting for all fixed outlets,Low energy lighting,35.0,,£10
d3708947849d9f1e65cc6f24607abf2408dfbe832d5e8e167aa458dadf4377e5,1,Cavity wall insulation,Cavity wall insulation,6.0,,"£500 - £1,500"
d3708947849d9f1e65cc6f24607abf2408dfbe832d5e8e167aa458dadf4377e5,2,Floor insulation (solid floor),Floor insulation (solid floor),58.0,,"£4,000 - £6,000"
d390c8d9a2310e5678b428fa72dda8c8efc58bbffd77dee32aefb9fef8d8fbdc,1,Internal or external wall insulation,Internal or external wall insulation,7.0,,"£4,000 - £14,000"
d3cf8f1b287ca02e45e67c65e07aafa0f5d32a2b0eab43fc04f4d310c7258c5d,1,Floor insulation (solid floor),Floor insulation (solid floor),58.0,,"£4,000 - £6,000"
d3cf8f1b287ca02e45e67c65e07aafa0f5d32a2b0eab43fc04f4d310c7258c5d,2,Increase hot water cylinder insulation,Increase hot water cylinder insulation,2.0,,£15 - £30
d3cf8f1b287ca02e45e67c65e07aafa0f5d32a2b0eab43fc04f4d310c7258c5d,3,High performance external doors,High performance external doors,48.0,,"£1,500"
d3e25391034e9c52cb4d075b7fed0252d8717bec18239787dd2538fec94eba0f,1,Low energy lighting for all fixed outlets,Low energy lighting,35.0,,£25
d3fabca4d0183a9aa82f2980edd7d1faff6fcae6a105d54d2c925c6a4be3473d,1,Cavity wall insulation,Cavity wall insulation,6.0,,"£500 - £1,500"
d3fabca4d0183a9aa82f2980edd7d1faff6fcae6a105d54d2c925c6a4be3473d,2,Floor insulation (suspended floor),Floor insulation (suspended floor),57.0,,"£800 - £1,200"
d3fe4c0d52ee853b2a7fc731c71bc0ae00632cb8435b69b809385bdf7edec0bd,1,Cavity wall insulation,Cavity wall insulation,6.0,,"£500 - £1,500"
d3fe4c0d52ee853b2a7fc731c71bc0ae00632cb8435b69b809385bdf7edec0bd,2,Floor insulation (solid floor),Floor insulation (solid floor),58.0,,"£4,000 - £6,000"
d3fe4c0d52ee853b2a7fc731c71bc0ae00632cb8435b69b809385bdf7edec0bd,3,Draught proofing,Draught proofing,10.0,,£80 - £120
d42f12a64a164320650f4cf111ad571383373188aed98a1a76bb5e5fe697cdbc,1,Internal or external wall insulation,Internal or external wall insulation,7.0,,"£4,000 - £14,000"
d43f0faddcfc61a71bc91b69728367b42a5e2056fadedf7dc489a66a0356b198,1,Cavity wall insulation,Cavity wall insulation,6.0,,"£500 - £1,500"
d43f0faddcfc61a71bc91b69728367b42a5e2056fadedf7dc489a66a0356b198,2,Floor insulation (solid floor),Floor insulation (solid floor),58.0,,"£4,000 - £6,000"
d4922bbc4fbcbbd05af2ff7a2ec00e8757729bb6c7a16f2a1e20b1cada42dd60,1,Cavity wall insulation,Cavity wall insulation,6.0,,"£500 - £1,500"
d4c11c3775d40e2ae3b056c641701009ce54d0b130e949f0e6df6cab5c94bb84,1,Increase loft insulation to 270 mm,Increase loft insulation to 270 mm,5.0,,£100 - £350
d4fca9244d450a6b6ba6ed40a8388a3fee5b026bd60ba99bd379db7a7b1f6c00,1,Cavity wall insulation,Cavity wall insulation,6.0,,"£500 - £1,500"
d54be8a7a5fa50e8a7ac69e74f340175c7b3745c51ac508ae26e8f74711ae11e,1,Cavity wall insulation,Cavity wall insulation,6.0,,"£500 - £1,500"
d55df3f5c9dcf43ce5b75a102279e9b795cf83915d101fbc224db2710567b7e7,1,Internal or external wall insulation,Internal or external wall insulation,7.0,,"£4,000 - £14,000"
d55df3f5c9dcf43ce5b75a102279e9b795cf83915d101fbc224db2710567b7e7,2,Floor insulation (solid floor),Floor insulation (solid floor),58.0,,"£4,000 - £6,000"
d582e3541f7a728641434cad26590f45c9813d3ca827523a11ad481e867141b9,1,Internal or external wall insulation,Internal or external wall insulation,7.0,,"£4,000 - £14,000"
d582e3541f7a728641434cad26590f45c9813d3ca827523a11ad481e867141b9,2,Low energy lighting for all fixed outlets,Low energy lighting,35.0,,£10
d582e3541f7a728641434cad26590f45c9813d3ca827523a11ad481e867141b9,3,High heat retention storage heaters,High heat retention storage heaters,60.0,,"£1,200 - £1,800"
d59ad94ba4e04bd82309d7573ba39ae279b49149737822afd93fba68252e06f2,1,Internal or external wall insulation,Internal or external wall insulation,7.0,,"£4,000 - £14,000"
d59ad94ba4e04bd82309d7573ba39ae279b49149737822afd93fba68252e06f2,2,Replace boiler with new condensing boiler,Condensing boiler,20.0,,"£2,200 - £3,000"
d59f67a80a3a8185e138d030c342ee31b3fcfee2c96e3d75525a47fbc1457c5f,1,Increase loft insulation to 270 mm,Increase loft insulation to 270 mm,5.0,,£100 - £350
d59f67a80a3a8185e138d030c342ee31b3fcfee2c96e3d75525a47fbc1457c5f,2,Internal or external wall insulation,Internal or external wall insulation,7.0,,"£4,000 - £14,000"
d59f67a80a3a8185e138d030c342ee31b3fcfee2c96e3d75525a47fbc1457c5f,3,Replace single glazed windows with low-E double glazed windows,Double glazed windows,8.0,,"£3,300 - £6,500"
d631916253cbe7da8def438752c3f9db265359af601b212a983e51b5d0843ac7,1,Internal or external wall insulation,Internal or external wall insulation,7.0,,"£4,000 - £14,000"
d631916253cbe7da8def438752c3f9db265359af601b212a983e51b5d0843ac7,2,Floor insulation (solid floor),Floor insulation (solid floor),58.0,,"£4,000 - £6,000"
d632f84e16b889159d32eca2ac758fbabc5b16d064aa738a235ebe15e0deb4a5,1,Internal or external wall insulation,Internal or external wall insulation,7.0,,"£4,000 - £14,000"
d638888a6650e5e592d00a1f25fa792826bada2e25e0328074073a89645fa338,1,Replace single glazed windows with low-E double glazed windows,Double glazed windows,8.0,,"£3,300 - £6,500"
d638888a6650e5e592d00a1f25fa792826bada2e25e0328074073a89645fa338,2,High performance external doors,High performance external doors,48.0,,"£1,000"
