LMK_KEY,IMPROVEMENT_ITEM,IMPROVEMENT_SUMMARY_TEXT,IMPROVEMENT_DESCR_TEXT,IMPROVEMENT_ID,IMPROVEMENT_ID_TEXT,INDICATIVE_COST
b9ec0625b932b3f3a28f2b0dd03b0a56e16ebc7b491fbee8c89448f4801f726e,2,Low energy lighting for all fixed outlets,Low energy lighting,35.0,,£15
ba1529df3b2a132033712e8bf971838d4ea8e6132f7c1afd985558e6b7643f1f,1,Cavity wall insulation,Cavity wall insulation,6.0,,"£500 - £1,500"
ba86a6d23bf361aeb60df8bf4653ccc1a239284972c1fe42be2813d7d9a8a161,1,Internal or external wall insulation,Internal or external wall insulation,7.0,,"£4,000 - £14,000"
ba8fe2bc7b5c9e46a0e496cd31b1327688c74728d58ae57dbe316bc6722f614d,1,Internal or external wall insulation,Internal or external wall insulation,7.0,,"£4,000 - £14,000"
ba8fe2bc7b5c9e46a0e496cd31b1327688c74728d58ae57dbe316bc6722f614d,2,Low energy lighting for all fixed outlets,Low energy lighting,35.0,,£15
ba9894be4e5b9adc2e25743b61757933705ea33cb8e7d13ca79178c9df7b2dbb,1,Internal or external wall insulation,Internal or external wall insulation,7.0,,"£4,000 - £14,000"
ba9894be4e5b9adc2e25743b61757933705ea33cb8e7d13ca79178c9df7b2dbb,2,Floor insulation (solid floor),Floor insulation (solid floor),58.0,,"£4,000 - £6,000"
bae6d4608f61aa221856d166ee9b9a8d394163c8e6cc4a8c3f67200a0bc54294,1,Low energy lighting for all fixed outlets,Low energy lighting,35.0,,£10
bb1b9334c939698d2c78a2510750f97bb98750b0aabce453ced188ccd0590bea,1,Internal or external wall insulation,Internal or external wall insulation,7.0,,"£4,000 - £14,000"
bb1b9334c939698d2c78a2510750f97bb98750b0aabce453ced188ccd0590bea,2,Floor insulation (solid floor),Floor insulation (solid floor),58.0,,"£4,000 - £6,000"
bb370c89f2225a70d265824f5f805a15376f606d734df6ac69824c8f48690742,1,Internal or external wall insulation,Internal or external wall insulation,7.0,,"£4,000 - £14,000"
bb370c89f2225a70d265824f5f805a15376f606d734df6ac69824c8f48690742,2,Floor insulation (solid floor),Floor insulation (solid floor),58.0,,"£4,000 - £6,000"
bb370c89f2225a70d265824f5f805a15376f606d734df6ac69824c8f48690742,3,Draught proofing,Draught proofing,10.0,,£80 - £120
bb6f685bcd2f51f8d1de2ba1ceebceb5c3cfa04f295f1b64ad07f313363d247c,1,Internal or external wall insulation,Internal or external wall insulation,7.0,,"£4,000 - £14,000"
bb6f685bcd2f51f8d1de2ba1ceebceb5c3cfa04f295f1b64ad07f313363d247c,2,Floor insulation (suspended floor),Floor insulation (suspended floor),57.0,,"£800 - £1,200"
bc0a1f66014b19a901fd21834a1d545030db1babc13e69ae97f3d72c42c13a45,1,Internal or external wall insulation,Internal or external wall insulation,7.0,,"£4,000 - £14,000"
bc0ae8570fba5f0bf63abe8061f56ee18d069091b09baf636101829101b5094d,1,Internal or external wall insulation,Internal or external wall insulation,7.0,,"£4,000 - £14,000"
bc1154f538fa0ab75c633ee9808dd1084ddb47c8bbb345c7dc8ee60feddccb52,1,Replace boiler with new condensing boiler,Condensing boiler,20.0,,"£2,200 - £3,000"
bc1c9048021eaa7ef0219b276bfda5b30500bddedddf3d8163856454f0b0171a,1,Internal or external wall insulation,Internal or external wall insulation,7.0,,"£4,000 - £14,000"
bc1c9048021eaa7ef0219b276bfda5b30500bddedddf3d8163856454f0b0171a,2,Replace boiler with new condensing boiler,Condensing boiler,20.0,,"£2,200 - £3,000"
bc33a9edd181c4495aa0c1407ced78d92e8d32970658019b52fb71eeca67ec78,1,Internal or external wall insulation,Internal or external wall insulation,7.0,,"£4,000 - £14,000"
bc33a9edd181c4495aa0c1407ced78d92e8d32970658019b52fb71eeca67ec78,2,Floor insulation (suspended floor),Floor insulation (suspended floor),57.0,,"£800 - £1,200"
bc625735096c4fcd29725a6fbe3df51b1778875ba2034340c5b2353469d5ee42,1,Internal or external wall insulation,Internal or external wall insulation,7.0,,"£4,000 - £14,000"
bc625735096c4fcd29725a6fbe3df51b1778875ba2034340c5b2353469d5ee42,2,Floor insulation (solid floor),Floor insulation (solid floor),58.0,,"£4,000 - £6,000"
bc8a8b479f2ebf94b2dd2969f01787bd9585a5c585b3d5d163d33f8510df03b0,1,Flat roof or sloping ceiling insulation,Flat roof or sloping ceiling insulation,45.0,,"£850 - £1,500"
bc8a8b479f2ebf94b2dd2969f01787bd9585a5c585b3d5d163d33f8510df03b0,2,Cavity wall insulation,Cavity wall insulation,6.0,,"£500 - £1,500"
bc8c82bbf8bdcd83597f54ab092d1623b24dc5624fb3c6e1a9f0c6380a16f406,1,Cavity wall insulation,Cavity wall insulation,6.0,,"£500 - £1,500"
bcbf24d5bc44138e0a1240dc8015f75aa5e069d9c0214c52b443e26cc7bdde1e,1,Internal or external wall insulation,Internal or external wall insulation,7.0,,"£4,000 - £14,000"
bcbf24d5bc44138e0a1240dc8015f75aa5e069d9c0214c52b443e26cc7bdde1e,2,Floor insulation (solid floor),Floor insulation (solid floor),58.0,,"£4,000 - £6,000"
bcbf24d5bc44138e0a1240dc8015f75aa5e069d9c0214c52b443e26cc7bdde1e,3,Low energy lighting for all fixed outlets,Low energy lighting,35.0,,£10
bcc4ca3d5dfb3951d585065fea2ec5623cf514c7ca1ff0bf55fbdc3118734cc8,1,Cavity wall insulation,Cavity wall insulation,6.0,,"£500 - £1,500"
bcc4ca3d5dfb3951d585065fea2ec5623cf514c7ca1ff0bf55fbdc3118734cc8,2,Floor insulation (solid floor),Floor insulation (solid floor),58.0,,"£4,000 - £6,000"
bcc4ca3d5dfb3951d585065fea2ec5623cf514c7ca1ff0bf55fbdc3118734cc8,3,Low energy lighting for all fixed outlets,Low energy lighting,35.0,,£10
bcf45540ef292800da7a7c74d9d23a93d6f82dbdb8b1c2045f62f35daa8b36a5,1,Increase hot water cylinder insulation,Increase hot water cylinder insulation,2.0,,£15 - £30
bd3f7ba2f782fef42bbf82c9b18bc80cc684b2540193a0225e3dc9c9d1e7d392,1,Floor insulation (solid floor),Floor insulation (solid floor),58.0,,"£4,000 - £6,000"
bd3f7ba2f782fef42bbf82c9b18bc80cc684b2540193a0225e3dc9c9d1e7d392,2,Replace single glazed windows with low-E double glazed windows,Double glazed windows,8.0,,"£3,300 - £6,500"
bd4d80ff720ef9c5d5ee686ea76e0bb43808064e87433d922148a4f6b5116987,1,Internal or external wall insulation,Internal or external wall insulation,7.0,,"£4,000 - £14,000"
bd4d80ff720ef9c5d5ee686ea76e0bb43808064e87433d922148a4f6b5116987,2,Replace boiler with new condensing boiler,Condensing boiler,20.0,,"£2,200 - £3,000"
bd52a24f458f973508086b83004258459a537578b99530471eda1eee2edac4b6,1,Internal or external wall insulation,Internal or external wall insulation,7.0,,"£4,000 - £14,000"
bddd2613a663b50883965b8dd36233b7d5844be178cfce18c75be3166ef12c32,1,Internal or external wall insulation,Internal or external wall insulation,7.0,,"£4,000 - £14,000"
bddd2613a663b50883965b8dd36233b7d5844be178cfce18c75be3166ef12c32,2,Floor insulation (solid floor),Floor insulation (solid floor),58.0,,"£4,000 - £6,000"
bdf445ad646d80898dc9ad392142bd4d6c9d3c15118e55554c81dacb9db76bcf,1,Cavity wall insulation,Cavity wall insulation,6.0,,"£500 - £1,500"
bdf445ad646d80898dc9ad392142bd4d6c9d3c15118e55554c81dacb9db76bcf,2,Floor insulation (solid floor),Floor insulation (solid floor),58.0,,"£4,000 - £6,000"
be0f599e87cfd9db5b8897d2175b5d1c4ad2baa1afc14317bbf4b73889eb3469,1,Internal or external wall insulation,Internal or external wall insulation,7.0,,"£4,000 - £14,000"
be46ac84844e002e09daa028e02b26b4b00a79970833a2bf31ef32284924d17a,1,Internal or external wall insulation,Internal or external wall insulation,7.0,,"£4,000 - £14,000"
be46ac84844e002e09daa028e02b26b4b00a79970833a2bf31ef32284924d17a,2,Floor insulation (solid floor),Floor insulation (solid floor),58.0,,"£4,000 - £6,000"
bea84831fb1c36e42dc543bc63589a6f17c0639dfd3cfa1bf5e93a9931e6fa6e,1,Internal or external wall insulation,Internal or external wall insulation,7.0,,"£4,000 - £14,000"
bea84831fb1c36e42dc543bc63589a6f17c0639dfd3cfa1bf5e93a9931e6fa6e,2,Floor insulation (solid floor),Floor insulation (solid floor),58.0,,"£4,000 - £6,000"
beb168e757c651d1a5b631846e985eeeaad7f2aeb79c771381d13efec3c5988d,1,Cavity wall insulation,Cavity wall insulation,6.0,,"£500 - £1,500"
bebc2f5cbbe1288b92fa6bdb27dcadf94bbf46b556c4ef363c77b22147c2f00f,1,Internal or external wall insulation,Internal or external wall insulation,7.0,,"£4,000 - £14,000"
bec71956723433fc6fb245587a8b61534371d47a5fae27581e91839c422dab7a,1,Flat roof or sloping ceiling insulation,Flat roof or sloping ceiling insulation,45.0,,"£850 - £1,500"
bec71956723433fc6fb245587a8b61534371d47a5fae27581e91839c422dab7a,2,Cavity wall insulation,Cavity wall insulation,6.0,,"£500 - £1,500"
bee41884edea997517f5ec98224c32943410e99385fff3a9c9f0299dfa629607,1,Internal or external wall insulation,Internal or external wall insulation,7.0,,"£4,000 - £14,000"
bee41884edea997517f5ec98224c32943410e99385fff3a9c9f0299dfa629607,2,Floor insulation (solid floor),Floor insulation (solid floor),58.0,,"£4,000 - £6,000"
bee41884edea997517f5ec98224c32943410e99385fff3a9c9f0299dfa629607,3,Replace single glazed windows with low-E double glazed windows,Double glazed windows,8.0,,"£3,300 - £6,500"
bef4cf498550a430dd69d4dba60a3e36956165869d7c90a29547ba120fd0a40e,1,Internal or external wall insulation,Internal or external wall insulation,7.0,,"£4,000 - £14,000"
bf569a4c22ebab733746889e982a483f8dc67d35cff907d8a7597789d9d2e003,1,Cavity wall insulation,Cavity wall insulation,6.0,,"£500 - £1,500"
bf569a4c22ebab733746889e982a483f8dc67d35cff907d8a7597789d9d2e003,2,Floor insulation (solid floor),Floor insulation (solid floor),58.0,,"£4,000 - £6,000"
bf5f9db8a36b2eec54223d0365f68330fa82b04bfc097afcb24c573917e5a3e4,1,Internal or external wall insulation,Internal or external wall insulation,7.0,,"£4,000 - £14,000"
bf76b8f257d4f149ded28c38b86069c06b94b0e8c9f8be787a3f694795d3ad23,1,Floor insulation (solid floor),Floor insulation (solid floor),58.0,,"£4,000 - £6,000"
bf772bde3d455223761fa8e8a6ee5df0e70acbf519bb30af663d9116cf30a13f,1,Cavity wall insulation,Cavity wall insulation,6.0,,"£500 - £1,500"
bf772bde3d455223761fa8e8a6ee5df0e70acbf519bb30af663d9116cf30a13f,2,Floor insulation (suspended floor),Floor insulation (suspended floor),57.0,,"£800 - £1,200"
bf89ea2273e3ad62a2ea7200e489a3a1b2561db10e1a70fb949b0f1dad2df1ec,1,Internal or external wall insulation,Internal or external wall insulation,7.0,,"£4,000 - £14,000"
bffdd6733184bec36660bd6da78bf165ca66ecaf313980fa5aaff3e619275429,1,Internal or external wall insulation,Internal or external wall insulation,7.0,,"£4,000 - £14,000"
c00e4477876846a40a3292ac6ba390acda98a9b385f6b7278c684af6a769684f,1,Floor insulation (solid floor),Floor insulation (solid floor),58.0,,"£4,000 - £6,000"
c00e4477876846a40a3292ac6ba390acda98a9b385f6b7278c684af6a769684f,2,Replace boiler with new condensing boiler,Condensing boiler,20.0,,"£2,200 - £3,000"
c07265b8163fcf625d6cf884f5ea6980e93e04b8ea21441c2113163200a8b060,1,Floor insulation (solid floor),Floor insulation (solid floor),58.0,,"£4,000 - £6,000"
c07265b8163fcf625d6cf884f5ea6980e93e04b8ea21441c2113163200a8b060,2,Increase hot water cylinder insulation,Increase hot water cylinder insulation,2.0,,£15 - £30
c089182c055b654ff672be4aca3d270f8102f30d4cb7758d26769f93cd297e4f,1,Internal or external wall insulation,Internal or external wall insulation,7.0,,"£4,000 - £14,000"
c0a1eefb3847a4e83624fffe53a60a5965397e2c7eaab7f328591bf821918455,1,Floor insulation (solid floor),Floor insulation (solid floor),58.0,,"£4,000 - £6,000"
c0d055e4fb80eba85e9f727cfbf1ecb130213cf8e88b0da9702a0c21f5a9235d,1,Increase loft insulation to 270 mm,Increase loft insulation to 270 mm,5.0,,£100 - £350
c0d055e4fb80eba85e9f727cfbf1ecb130213cf8e88b0da9702a0c21f5a9235d,2,Internal or external wall insulation,Internal or external wall insulation,7.0,,"£4,000 - £14,000"
c0d055e4fb80eba85e9f727cfbf1ecb130213cf8e88b0da9702a0c21f5a9235d,3,Low energy lighting for all fixed outlets,Low energy lighting,35.0,,£10
c0d055e4fb80eba85e9f727cfbf1ecb130213cf8e88b0da9702a0c21f5a9235d,4,Replace single glazed windows with low-E double glazed windows,Double glazed windows,8.0,,"£3,300 - £6,500"
c148854743fd57e2295bffc0b654a99d3a8f1bf1ebf903d1793f66f03a0ced5e,1,Internal or external wall insulation,Internal or external wall insulation,7.0,,"£4,000 - £14,000"
c1501bf644b8c031867f84a7b7771af7e70cdfd0a94ae8ef46b17a255e8ce26d,1,Cavity wall insulation,Cavity wall insulation,6.0,,"£500 - £1,500"
c1501bf644b8c031867f84a7b7771af7e70cdfd0a94ae8ef46b17a255e8ce26d,2,Floor insulation (solid floor),Floor insulation (solid floor),58.0,,"£4,000 - £6,000"
c1789a35537eccbe387172f5f4f51c3171ea28eb3c8b1a79e03ba97823c6ca61,1,Internal or external wall insulation,Internal or external wall insulation,7.0,,"£4,000 - £14,000"
c1ec735aed327127df087ee2a5b66733bc96e8a319aed6fa7c25d3ce09b5a8c2,1,Internal or external wall insulation,Internal or external wall insulation,7.0,,"£4,000 - £14,000"
c1ee9ffb1a6b691be5b82bf49e698685b3c2228993881e803f6e58822cbd3b12,1,Internal or external wall insulation,Internal or external wall insulation,7.0,,"£4,000 - £14,000"
c1ee9ffb1a6b691be5b82bf49e698685b3c2228993881e803f6e58822cbd3b12,2,Low energy lighting for all fixed outlets,Low energy lighting,35.0,,£10
c206a736803bd51786bc0daf49d97f36507e0d2e7c26a354e27df3be328695dd,1,Cavity wall insulation,Cavity wall insulation,6.0,,"£500 - £1,500"
c2072193d206bc6ca121b364a0d128cb236dff232739efb778e3ec203d827a64,1,Cavity wall insulation,Cavity wall insulation,6.0,,"£500 - £1,500"
c218f81578a03a7ecf2ec10e8acca55cb2048603767ae6c5629d83a760320842,1,Cavity wall insulation,Cavity wall insulation,6.0,,"£500 - £1,500"
c218f81578a03a7ecf2ec10e8acca55cb2048603767ae6c5629d83a760320842,2,High performance external doors,High performance external doors,48.0,,"£1,000"
c22b22700cce6e3424f55eee4e992e94dc3f65023205c6ae568b377c1250d329,1,Internal or external wall insulation,Internal or external wall insulation,7.0,,"£4,000 - £14,000"
c22bda8b7729fa7deb1c14c01bffc7e01f7f7b8b5662ebd949465b85c04f35bc,1,Internal or external wall insulation,Internal or external wall insulation,7.0,,"£4,000 - £14,000"
c22bda8b7729fa7deb1c14c01bffc7e01f7f7b8b5662ebd949465b85c04f35bc,2,Floor insulation (solid floor),Floor insulation (solid floor),58.0,,"£4,000 - £6,000"
c240cd59ff1ba5114b6ee6d07d6efcdd832560a27938bed683237d437a7c17df,1,Increase hot water cylinder insulation,Increase hot water cylinder insulation,2.0,,£15 - £30
c258c4ea63a548831de339f30caf1f540a2f99f129be4bb3aa22f11f2339ab5f,1,Internal or external wall insulation,Internal or external wall insulation,7.0,,"£4,000 - £14,000"
c2e0bec282bdcb1e02b0ac9f55f73b6c1afd99bf6a8ffa34f4377a15249fb2a7,1,Internal or external wall insulation,Internal or external wall insulation,7.0,,"£4,000 - £14,000"
c2e0bec282bdcb1e02b0ac9f55f73b6c1afd99bf6a8ffa34f4377a15249fb2a7,2,Low energy lighting for all fixed outlets,Low energy lighting,35.0,,£15
c310b543ad0104902106ede90f5f80f7eb8e2cb4ec0a8b581caa36cc120d95e3,1,Internal or external wall insulation,Internal or external wall insulation,7.0,,"£4,000 - £14,000"
c329ddc7631d3b4426f4683259ccb86ca452bfd6293c0cc6f767716337b12cc1,1,Internal or external wall insulation,Internal or external wall insulation,7.0,,"£4,000 - £14,000"
c329ddc7631d3b4426f4683259ccb86ca452bfd6293c0cc6f767716337b12cc1,2,Floor insulation (solid floor),Floor insulation (solid floor),58.0,,"£4,000 - £6,000"
c34966b311ee0cb751f63c502fcba004cf8d14803e6de971bdd676d5beb9e095,1,Cavity wall insulation,Cavity wall insulation,6.0,,"£500 - £1,500"
c367bd7ee7918c5a9da3dd6347a009e8b644e2fb879a9ea5cb865675eb838a1f,1,Internal or external wall insulation,Internal or external wall insulation,7.0,,"£4,000 - £14,000"
c367bd7ee7918c5a9da3dd6347a009e8b644e2fb879a9ea5cb865675eb838a1f,2,Add additional 80 mm jacket to hot water cylinder,Add additional 80 mm jacket to hot water cylinder,3.0,,£15 - £30
c38542e5dd5818c1d38aaf8d557bf77d2c7b72f1f47982e2d5f43a78e15b6a0c,1,Cavity wall insulation,Cavity wall insulation,6.0,,"£500 - £1,500"
c38542e5dd5818c1d38aaf8d557bf77d2c7b72f1f47982e2d5f43a78e15b6a0c,2,Floor insulation (suspended floor),Floor insulation (suspended floor),57.0,,"£800 - £1,200"
c38542e5dd5818c1d38aaf8d557bf77d2c7b72f1f47982e2d5f43a78e15b6a0c,3,Low energy lighting for all fixed outlets,Low energy lighting,35.0,,£10
c388c2242a2c3246e0d1db19220b1f5b2b69da5c878818121ad0a9ec71fe705e,1,Internal or external wall insulation,Internal or external wall insulation,7.0,,"£4,000 - £14,000"
c3a450335e32728af6592e318506afb97fc7dbd2f607cdaf95f7af8301f86b13,1,Cavity wall insulation,Cavity wall insulation,6.0,,"£500 - £1,500"
c3a450335e32728af6592e318506afb97fc7dbd2f607cdaf95f7af8301f86b13,2,Floor insulation (solid floor),Floor insulation (solid floor),58.0,,"£4,000 - £6,000"
c3e8bdb18fa3cc40281951f8a3a596bce4ea8cf586f1cdbbbd45df3b798388c5,1,Increase hot water cylinder insulation,Increase hot water cylinder insulation,2.0,,£15 - £30
c41415232b18f355fa8731a5527c7a61325e5a3fe5347daebbd5dc167971ed75,1,Increase loft insulation to 270 mm,Increase loft insulation to 270 mm,5.0,,£100 - £350
c41415232b18f355fa8731a5527c7a61325e5a3fe5347daebbd5dc167971ed75,2,Low energy lighting for all fixed outlets,Low energy lighting,35.0,,£10
c42bee2b5e4eaca4ce5a085ddc8d2b429bd46e09beee6d947668777521c43a21,1,Internal or external wall insulation,Internal or external wall insulation,7.0,,"£4,000 - £14,000"
c430af2532d445eb3d2484a850737106cfd55cbab76b5846ffd9308bf2536f80,1,Internal or external wall insulation,Internal or external wall insulation,7.0,,"£4,000 - £14,000"
c4572fe2914c2c4a820e0c41439d2591895395ffbdfad1af8dc58e5e2d18627e,1,Internal or external wall insulation,Internal or external wall insulation,7.0,,"£4,000 - £14,000"
c4572fe2914c2c4a820e0c41439d2591895395ffbdfad1af8dc58e5e2d18627e,2,Floor insulation (solid floor),Floor insulation (solid floor),58.0,,"£4,000 - £6,000"
c499b59bce2b67e25135d660d6daecd59439cf3389a228eda91f2799182ad67a,1,Internal or external wall insulation,Internal or external wall insulation,7.0,,"£4,000 - £14,000"
c49aec98f4ebfee41ef2574d58fa3d31c2aed1d446872633a86fda4af4a21469,1,Cavity wall insulation,Cavity wall insulation,6.0,,"£500 - £1,500"
c4befa05db294e8811a6375e5482cdfebbbd0bc3686a72bd45f8448cbf7a5f82,1,Cavity wall insulation,Cavity wall insulation,6.0,,"£500 - £1,500"
c4befa05db294e8811a6375e5482cdfebbbd0bc3686a72bd45f8448cbf7a5f82,2,Floor insulation (solid floor),Floor insulation (solid floor),58.0,,"£4,000 - £6,000"
c4ca4e044213a505e3b2e4be5054e17d604702526bd782b8f6cf56051635004d,1,Internal or external wall insulation,Internal or external wall insulation,7.0,,"£4,000 - £14,000"
c4d75b8380d8e7a6b4446a35e56bdbe1061f82619950580d8f64db73f77951b7,1,Floor insulation (solid floor),Floor insulation (solid floor),58.0,,"£4,000 - £6,000"
c52126a6bcbc38ce6c95ea37ebf663e02d1c30579b8c1826108b2c993c622d52,1,Internal or external wall insulation,Internal or external wall insulation,7.0,,"£4,000 - £14,000"
c529f11e83735d85090348b315829862a86e1c1c3fca8cf5177ce42d18d74144,1,Internal or external wall insulation,Internal or external wall insulation,7.0,,"£4,000 - £14,000"
c587ec6a0b06499839fa79cc830bb8af80ea2d86033476d2465b63570108a28f,1,Floor insulation (solid floor),Floor insulation (solid floor),58.0,,"£4,000 - £6,000"
c5eb73baca44f9b27e532c61abfffe524ddfaa385e3b33bdc765bf9bb37d43d2,1,Cavity wall insulation,Cavity wall insulation,6.0,,"£500 - £1,500"
c60844ff224a7d48efe7fb2843e8686364ce006e4c935d29e69f48e3eb4b0883,1,Internal or external wall insulation,Internal or external wall insulation,7.0,,"£4,000 - £14,000"
c61190fcd524ea30ba2625f8d250813f147c4d8bf3bcec589d462d537036f750,1,Internal or external wall insulation,Internal or external wall insulation,7.0,,"£4,000 - £14,000"
c61190fcd524ea30ba2625f8d250813f147c4d8bf3bcec589d462d537036f750,2,Floor insulation (solid floor),Floor insulation (solid floor),58.0,,"£4,000 - £6,000"
c64c7d9399df9017403055a73fab1a9e6be7b294c83c9a86276131b4f7f45483,1,Internal or external wall insulation,Internal or external wall insulation,7.0,,"£4,000 - £14,000"
c64c7d9399df9017403055a73fab1a9e6be7b294c83c9a86276131b4f7f45483,2,Floor insulation (suspended floor),Floor insulation (suspended floor),57.0,,"£800 - £1,200"
c64c7d9399df9017403055a73fab1a9e6be7b294c83c9a86276131b4f7f45483,3,High performance external doors,High performance external doors,48.0,,"£1,000"
c678a3f618f895b927b3c29d242f4a789bd9c959348d9c4c20d495fd596f3845,1,Internal or external wall insulation,Internal or external wall insulation,7.0,,"£4,000 - £14,000"
c682ad952685627e09a8271edfc04377e5b1949eec3f5c39762b3ef5eca0730f,1,Cavity wall insulation,Cavity wall insulation,6.0,,"£500 - £1,500"
c6a3a260b8f4e191b9007e9237333ed1f47e5cbc2aac039d9900dc692ca033cc,1,Increase loft insulation to 270 mm,Increase loft insulation to 270 mm,5.0,,£100 - £350
c6a3a260b8f4e191b9007e9237333ed1f47e5cbc2aac039d9900dc692ca033cc,2,Cavity wall insulation,Cavity wall insulation,6.0,,"£500 - £1,500"
c6d87fefb3228a73accecc48468990227242d99b3771ba2b14c0ef01be142b64,1,Internal or external wall insulation,Internal or external wall insulation,7.0,,"£4,000 - £14,000"
c6e0a8bb95a9fa0c62b9f3a1cbb7b336294d87050a6b5ba6049ac7d24b9e6cc6,1,Internal or external wall insulation,Internal or external wall insulation,7.0,,"£4,000 - £14,000"
c6e0a8bb95a9fa0c62b9f3a1cbb7b336294d87050a6b5ba6049ac7d24b9e6cc6,2,Floor insulation (solid floor),Floor insulation (solid floor),58.0,,"£4,000 - £6,000"
c730dcfd3a3c88569011bf7bfb23f2993b607a02b06d2ce549977409dd73e02f,1,Replacement glazing units,Replacement glazing units,56.0,,"£1,000 - £1,400"
c788fa40e4d57b58e99cc8bba69f5a19782fdcf1bd029eecb786e9ed32e4d881,1,Internal or external wall insulation,Internal or external wall insulation,7.0,,"£4,000 - £14,000"
c788fa40e4d57b58e99cc8bba69f5a19782fdcf1bd029eecb786e9ed32e4d881,2,Replace boiler with new condensing boiler,Condensing boiler,20.0,,"£2,200 - £3,000"
c80247103e8cfe918b2c9afda462285ae47b298d950e999e73d2f81be6cb4cca,1,Internal or external wall insulation,Internal or external wall insulation,7.0,,"£4,000 - £14,000"
c80613d7b6c0dbe849ebb16834f8d14bfdf4370efb4965e6c7b49746a67aa3ef,1,Cavity wall insulation,Cavity wall insulation,6.0,,"£500 - £1,500"
c8b8ec7d8f80f4dcb00716f6ec62a900f5ae9b238e3da1e4604018f5a099effb,1,Internal or external wall insulation,Internal or external wall insulation,7.0,,"£4,000 - £14,000"
c8b8ec7d8f80f4dcb00716f6ec62a900f5ae9b238e3da1e4604018f5a099effb,2,Floor insulation (solid floor),Floor insulation (solid floor),58.0,,"£4,000 - £6,000"
c8f02ead62dca37fa55c09620bbafad9585d7903449ddb00189504ee99a9ae1a,1,Floor insulation (solid floor),Floor insulation (solid floor),58.0,,"£4,000 - £6,000"
c8f02ead62dca37fa55c09620bbafad9585d7903449ddb00189504ee99a9ae1a,2,High performance external doors,High performance external doors,48.0,,"£1,000"
c8f1780ce91d6fe1086c9130a1091853e32875b7640f17195984fff411037262,1,Cavity wall insulation,Cavity wall insulation,6.0,,"£500 - £1,500"
c8f2f97f6b76e52807a2b0453886ca1b13233ade0b9a2d60830f4874454ba867,1,Cavity wall insulation,Cavity wall insulation,6.0,,"£500 - £1,500"
c9591f140d0a388063577934b34ed7a0870982017d0cee03082ed4e513787aa2,1,Internal or external wall insulation,Internal or external wall insulation,7.0,,"£4,000 - £14,000"
c95eda6a9551479dea1a75f96492f7851ff8c4cdfdad3dc4e6d9c7517c33f784,1,Internal or external wall insulation,Internal or external wall insulation,7.0,,"£4,000 - £14,000"
c95eda6a9551479dea1a75f96492f7851ff8c4cdfdad3dc4e6d9c7517c33f784,2,Floor insulation (solid floor),Floor insulation (solid floor),58.0,,"£4,000 - £6,000"
c95eda6a9551479dea1a75f96492f7851ff8c4cdfdad3dc4e6d9c7517c33f784,3,Replace boiler with new condensing boiler,Condensing boiler,20.0,,"£2,200 - £3,000"
c96c2d9e5a5020f582d6b37e18f609214ef8dc469cd030cd450a6ed0eebe4282,1,Internal or external wall insulation,Internal or external wall insulation,7.0,,"£4,000 - £14,000"
c97304c40ae8dc3fd9b19d0c3bc920e491741699ec5d9aad1a60ffd4bcd5ffb1,1,Internal or external wall insulation,Internal or external wall insulation,7.0,,"£4,000 - £14,000"
c97304c40ae8dc3fd9b19d0c3bc920e491741699ec5d9aad1a60ffd4bcd5ffb1,2,Floor insulation (solid floor),Floor insulation (solid floor),58.0,,"£4,000 - £6,000"
c9924afe8da3f0ce893455686f8becfac0d33a8d1d7f9705a2ec3562e781bb80,1,Internal or external wall insulation,Internal or external wall insulation,7.0,,"£4,000 - £14,000"
c993e6f5b470c65a21bdfe4b5f7ff461a2f6393cbba9df36359af193c845ba06,1,Internal or external wall insulation,Internal or external wall insulation,7.0,,"£4,000 - £14,000"
c99b54d14c6e7fd8c7f8649c622a61b42c27b0765fd1d7d55b58aeb327808606,1,Draught proofing,Draught proofing,10.0,,£80 - £120
c99b54d14c6e7fd8c7f8649c622a61b42c27b0765fd1d7d55b58aeb327808606,2,Replace boiler with new condensing boiler,Condensing boiler,20.0,,"£2,200 - £3,000"
c9b4d477ab45523df3bbcf5dd9517c46260303c7ecf86440df382dc633811f4a,1,Replace boiler with new condensing boiler,Condensing boiler,20.0,,"£2,200 - £3,000"
c9d587e9395667ec9d69a73c85785de8abb79ba7ab5a04845859744d70aefa56,1,Internal or external wall insulation,Internal or external wall insulation,7.0,,"£4,000 - £14,000"
c9e4f9401bb3db09fd64667698854fa86717122e6310887f48e78333c9261f36,1,Cavity wall insulation,Cavity wall insulation,6.0,,"£500 - £1,500"
c9f666adb3ec353375f94072fac5ee2c4f22f19dda0f9ba00600e66661cb5bf6,1,Internal or external wall insulation,Internal or external wall insulation,7.0,,"£4,000 - £14,000"
c9fbec15463a34a7e66b001204c9afafff3208612aa5e58a20bbe0dc985da898,1,Internal or external wall insulation,Internal or external wall insulation,7.0,,"£4,000 - £14,000"
ca3e2a29d9341da4692dd238f6d05c618b5404501fe6395929ab97822ffc1048,1,Low energy lighting for all fixed outlets,Low energy lighting,35.0,,£10
caa9ff36ef8576052f54ece8ca38c870c96dc0e48b728ed85fd349dc9a941753,1,Internal or external wall insulation,Internal or external wall insulation,7.0,,"£4,000 - £14,000"
caa9ff36ef8576052f54ece8ca38c870c96dc0e48b728ed85fd349dc9a941753,2,Floor insulation (solid floor),Floor insulation (solid floor),58.0,,"£4,000 - £6,000"
